1_Good Mood.txt

normale uni				normale bi				normale unibi				pmi uni				pmi bi				pmi unibi

good	8.694639418334653			great mood	13.957357214213577			good	6.763598860947646			carefree	5.398110661268556E-4			great mood	4.1992105484168975E-4			great mood	3.3187309172972256E-4
happy	7.190219625838862			good mood	13.205602205943734			good mood	6.333449123431539			quieter	2.1915406530791147E-4			good mood	3.688222276862552E-4			good mood	2.914885347842985E-4
great	4.542853128740183			put good	11.273094164031244			great mood	6.2598377120964726			enigmatic	2.1547080370609782E-4			drive music	2.834467120181406E-4			drive music	2.2401433691756272E-4
sophisticated	4.278574034014412			sophisticated make	9.635988318572682			put good	5.411425053877177			happier	2.1367521367521368E-4			put good	2.3764964501084277E-4			put good	1.8781988073437574E-4
calming	4.223690702258379			make happy	9.272768052830052			happy	4.883190834472557			bond	1.9135093761959434E-4			mood music	2.1944261575597982E-4			mood music	1.734304543877905E-4
enjoyable	3.498742775291209			enjoyable good	8.416560582299576			sophisticated make	4.4178165109572465			energize	1.8315018315018315E-4			be sophisticated	1.5229972586049346E-4			be sophisticated	1.2036591237361579E-4
hear	3.2622845889326473			tune word	8.295012877770272			make happy	4.3643540821500215			friendship	1.665001665001665E-4			upbeat fun	1.1337868480725624E-4			carefree	1.1318619128466328E-4
joy	2.9099124705199015			mood music	7.276259469547657			great	3.8394899947512924			melancholic	1.6126431220770844E-4			soundtrack life	1.0797969981643452E-4			upbeat fun	8.960573476702509E-5
beautiful	2.9015903211958234			be sophisticated	7.002329239449416			enjoyable good	3.7229445661592937			calming	1.5730690577316344E-4			make happy	1.0662572238926919E-4			soundtrack life	8.533879501621438E-5
wake	2.8691777675892114			touching funny	6.567833248607678			tune word	3.670852692789593			sentiment	1.490757304710793E-4			turn light	1.0004001600640257E-4			make happy	8.426871608184177E-5
tune	2.8674285695834194			make feel	6.54427987454664			mood music	3.369048133612791			sophisticated	1.258970162407151E-4			be seductive	9.581297307655457E-5			turn light	7.906388361796332E-5
exciting	2.796091586046903			music listen	6.238557542457023			be sophisticated	3.2473013646802396			well-written	1.0683760683760684E-4			great upbeat	9.44822373393802E-5			be seductive	7.572315614114796E-5
funny	2.770060451736883			feel good	6.1542242449663425			calming	3.181997897728289			mysterious	9.58543014617781E-5			joy hear	9.318796011555308E-5			great upbeat	7.467144563918757E-5
carefree	2.614474098537594			wonderful touching	6.1441843184140765			make feel	2.99424962224876			thick	9.223390518354546E-5			rest life	8.834702712253733E-5			joy hear	7.364854912358227E-5
lyric	2.478429869470194			mood voice	6.077418622101815			music listen	2.908746962784453			nostalgia	7.963051441312311E-5			beautiful singing	8.503401360544217E-5			rest life	6.982265046781176E-5
drive	2.4310426319643295			good tune	5.91532441344936			feel good	2.821775793467162			seductive	7.654037504783774E-5			be mood	8.450585203025309E-5			beautiful singing	6.720430107526882E-5
mysterious	2.4208700603858917			good hear	5.737771781461885			sophisticated	2.743189670675154			enjoyment	6.78334011667345E-5			feel happy	8.196049504139005E-5			be mood	6.678688305616777E-5
touching	2.2821898489341415			poignant exciting	5.693711514353387			touching funny	2.7082263210647044			simplicity	6.677350427350428E-5			nice melody	7.81921964187974E-5			feel happy	6.477522995206633E-5
poignant	2.2625645622419133			exciting mysterious	5.416452642129409			poignant exciting	2.6617716170893875			happiness	6.66000666000666E-5			be electric	7.236937328122738E-5			nice melody	6.179705846001731E-5
funky	2.0317142624563562			good drive	4.8165199338554885			good tune	2.6509862080806297			sadness	6.541077969649399E-5			stunning album	6.669334400426837E-5			be electric	5.719514985129261E-5
pleasure	2.0157525728466537			beautiful poignant	4.406161184406106			good hear	2.574892222943141			poignant	5.9699710456404284E-5			have anyone	6.604583581005217E-5			stunning album	5.2709255745308875E-5
outstanding	1.770806935509944			drive music	4.267548285800318			wonderful touching	2.5387667489872636			gritty	5.921714928643335E-5			holiday season	6.604583581005217E-5			have anyone	5.219751539826704E-5
transcendant	1.6373842948062407			be pleasure	4.232978895044846			exciting mysterious	2.5357448569875793			triumph	5.7880419054233955E-5			good tune	6.328112640405E-5			holiday season	5.219751539826704E-5
voice	1.6192570561070705			beautiful stunning	4.012351402849082			mood voice	2.512060470462359			loss	5.55000555000555E-5			everything want	6.298815822625347E-5			good tune	5.001250312578144E-5
festive	1.5951399486285665			be beautiful	4.000580396297432			hear	2.4274573142161096			exciting	5.443954488540476E-5			high low	6.241028521500344E-5			everything want	4.978096375945838E-5
ballad	1.5924799671872034			much joy	3.646147306626379			enjoyable	2.3720476336006926			embrace	5.138482092389908E-5			front center	5.7165723432230034E-5			high low	4.9324257669922065E-5
suggestion	1.5087492059318965			joy music	3.6110271347404366			good drive	2.328802324087528			relaxing	4.6704964737751625E-5			music listen	5.4860653938994955E-5			quieter	4.595165885488466E-5
uptempo	1.4440726622145876			greatest ballad	3.44075192681844			beautiful	2.0929820836149786			uptempo	4.595165885488466E-5			lyric voice	5.314625850340136E-5			enigmatic	4.5179362067407606E-5
stunning	1.4294714786594993			stunning album	3.203101990866398			beautiful poignant	2.0765214671133507			dancing	4.5222267444489665E-5			good hear	4.8940439485146574E-5			front center	4.5179362067407606E-5
wonderful	1.3844940727923092			funky uptempo	3.0720921592070383			drive music	2.0726155549951146			moody	4.176062807984632E-5			dare say	4.3888523151195965E-5			happier	4.4802867383512545E-5
well-written	1.3441113422320017			get festive	2.8468557571766935			tune	2.015921671406555			joy	4.014774369680424E-5			good live	4.3329433684301746E-5			music listen	4.347448047995827E-5
excellent	1.2972541361336773			star make	2.8359767569968253			funny	1.9151277887950795			company	3.873266713145867E-5			album tell	4.049238743116294E-5			lyric voice	4.2002688172043014E-5
purchase	1.264477233369609			happy purchase	2.76822988083119			be beautiful	1.9029077808074448			season	3.6473720684247E-5			tune great	3.8872691933916424E-5			bond	4.012197079120526E-5
emotion	1.258087023771942			focus positive	2.7082263210647044			joy	1.8784432914239249			low	3.455663833022323E-5			great choice	3.580379520229144E-5			good hear	3.867873443180939E-5
quieter	1.2541368100751091			work holiday	2.7082263210647044			wake	1.8381237128091414			drive	3.4233679093492176E-5			moment album	3.5430839002267575E-5			energize	3.840245775729647E-5
enigmatic	1.251715444601713			be outstanding	2.6789526625269184			exciting	1.7782985351728018			happy	3.361104458925203E-5			song nice	3.318400530944085E-5			friendship	3.491132523390588E-5
goodbye	1.2505199803630678			good well-written	2.6271332994430714			beautiful stunning	1.7775027595222013			crowd	3.291530891017412E-5			american music	3.239390994493035E-5			dare say	3.4686090877558096E-5
irony	1.2458357199597831			mood work	2.5695968849527153			be pleasure	1.7742845796395716			touching	3.169471649076099E-5			song put	3.1937657692184855E-5			good live	3.424422984727073E-5
energize	1.2284984546734592			positive thought	2.5695968849527153			lyric	1.7570823484332236			thought	2.845840803665443E-5			such beautiful	2.7766208524226018E-5			melancholic	3.381348481774532E-5
melancholic	1.210318200443327			joy hear	2.4859548361837684			much joy	1.7452164658442002			holiday	2.8022978842650974E-5			feel good	2.653857381704307E-5			calming	3.298370604921169E-5
life	1.1882549327692402			beautiful singing	2.463063037802396			joy music	1.7290071557429962			soothing	2.730673657191229E-5			high energy	2.6367136001687495E-5			album tell	3.200204813108039E-5
fuzz	1.182949270177225			festive mood	2.4576737273656306			carefree	1.6009312702208076			uplifting	2.5287007535528246E-5			close eye	2.5383287643415574E-5			sentiment	3.125781445361341E-5
slow	1.1777171825259198			feel happy	2.453859544521717			touching	1.589036367094107			writer	2.5113639217459002E-5			music time	2.5195263290501386E-5			tune great	3.0721966205837174E-5
season	1.1671652969259751			nice melody	2.4420926668072203			drive	1.5457427214339328			funky	2.4930506213928675E-5			be slow	2.3869196801527628E-5			great choice	2.829654782116582E-5
story	1.1583197826173228			goodbye most	2.3723797976472443			greatest ballad	1.532531555509069			express	2.4870053968017112E-5			mood be	2.2231114668089458E-5			moment album	2.800179211469534E-5
rest	1.152700052321582			seductive funky	2.3723797976472443			mysterious	1.520222267241052			sheer	2.3697805583202996E-5			be pleasure	2.1258503401360543E-5			sophisticated	2.639776146982736E-5
crowd	1.1499915725971548			better writer	2.25685526755392			poignant	1.4338738137079727			enjoyable	2.3281802942819892E-5			play great	2.1258503401360543E-5			song nice	2.6226068712300026E-5
holiday	1.1274374354918895			range melancholic	2.25685526755392			stunning album	1.430681582958194			party	2.2571325388226798E-5			happy have	2.006702385969137E-5			american music	2.560163850486431E-5
thought	1.1240513145081108			say timeless	2.25685526755392			pleasure	1.4291740014416143			throw	2.255147373880883E-5			be everything	1.9492037502680156E-5			song put	2.5241052047049323E-5
seductive	1.1047127307632965			song nice	2.2278172016862645			funky uptempo	1.4104259716595906			funny	2.2452736988638914E-5			live concert	1.9108767102346556E-5			well-written	2.2401433691756272E-5
