8_Alone.txt

normale uni				normale bi				normale unibi				pmi uni				pmi bi				pmi unibi

thoughtful	8.079887613580043			deep relatable	10.15584870399264			thoughtful	5.059640943013447			relatable	1.7632537909956507E-4			thoughtful lyric	7.467144563918757E-5			relatable	5.771228502173829E-5
introspective	7.103390778107582			bring tear	8.154345590787875			deep relatable	4.648865571143895			introspection	9.525623928367309E-5			story line	6.720430107526882E-5			thoughtful lyric	5.023106288929074E-5
alone	6.68594179951509			touching funny	6.567833248607678			introspective	4.463164725203854			beatiful	8.371002846140967E-5			be elegant	6.556517178075007E-5			story line	4.5207956600361664E-5
cooking	6.008862648424415			wonderful touching	6.1441843184140765			alone	4.08061620706442			meantime	8.007046200656577E-5			fantastic vocal	4.266939750810719E-5			be elegant	4.410532351254797E-5
relatable	5.39870209383211			elegant music	4.7447595952944885			cooking	3.7044611231251556			brightest	7.781495603454984E-5			look love	4.072987943955686E-5			introspection	3.11779011036977E-5
reflexive	5.174882615529773			introspective tune	4.51371053510784			emotional	3.5364952007197967			meditative	7.175145296692258E-5			carry song	3.8959015116097865E-5			fantastic vocal	2.8703464508166136E-5
emotional	4.826235149287451			relax thoughtful	4.51371053510784			relatable	3.3654830372405415			thoughtful	6.954371595255573E-5			love early	3.6824274561791134E-5			beatiful	2.7398761575976766E-5
lyric	4.747483447131416			music quiet	4.282661474921191			lyric	3.3311842949768193			introspective	6.381853654978757E-5			brilliant guitar	3.278258589037503E-5			look love	2.7398761575976766E-5
deep	4.000482517439966			listen certain	4.012351402849082			reflexive	3.018033584689138			meditation	5.7550644567219155E-5			work work	3.2387614976033165E-5			carry song	2.6207511072673427E-5
prefer	3.8756538115307677			let feel	3.763279935572341			bring tear	2.8532702329653468			corny	5.36394357131363E-5			certain song	3.162555344718533E-5			meantime	2.6207511072673427E-5
touching	3.6515037582946266			quiet moment	3.7299187827200138			touching funny	2.7082263210647044			linger	4.7628119641836543E-5			nice melody	3.0898529230008654E-5			brightest	2.5469271324147418E-5
tear	3.5464922972398645			cry joy	3.3852829013308803			tear	2.7051231587833127			bond	4.1230312525768946E-5			tune great	3.0721966205837174E-5			love early	2.477148306869132E-5
relax	3.3528238474362433			story line	3.2882769778054812			deep	2.646607683709984			intimacy	4.1230312525768946E-5			love more	3.0547409579667644E-5			meditative	2.3484652779408657E-5
dark	3.1590664662374035			be elegant	3.2758531795397374			wonderful touching	2.5387667489872636			realise	4.1230312525768946E-5			take more	3.0547409579667644E-5			thoughtful	2.2762048078503774E-5
funny	2.908563474323727			certain song	3.26387584313105			prefer	2.5193451026286846			study	3.918341757768113E-5			time put	2.986857825567503E-5			brilliant guitar	2.2052661756273983E-5
meditate	2.561323684829798			anyone life	3.211996106190894			touching	2.471834348813055			dense	3.83670963781461E-5			life music	2.7153252959704574E-5			work work	2.1786967036318875E-5
introspection	2.5107261183477587			music work	3.1406981435036827			elegant music	2.252268291383328			divide	3.707960992250362E-5			have anyone	2.609875769913352E-5			certain song	2.1274332517817253E-5
self-reflexive	2.25685526755392			find listen	3.099934950917591			relax	2.1801832187322088			metalhead	3.707960992250362E-5			great story	2.4775779198255786E-5			introspective	2.0888164765843673E-5
elegant	2.158479885725452			tune great	3.0269957304618953			introspective tune	2.1456302636048745			sensitivity	3.587572648346129E-5			be introspective	2.4662128834961033E-5			nice melody	2.0785267402465132E-5
bring	2.154955377883991			be relax	3.010090699602223			music quiet	2.0389922358264214			anticipation	3.564427018356799E-5			be profound	2.203419707385863E-5			tune great	2.0666494445879617E-5
dense	2.14282957643688			thoughtful lyric	2.9735575865543504			dark	2.0253169366100447			melancholic	3.4747558983981374E-5			music work	2.1678806798473812E-5			love more	2.0549071181982576E-5
asleep	2.1413307374605957			great story	2.9530001260664336			funny	2.0118514144918005			nostalgia	3.431591228852819E-5			lovely song	2.1001344086021507E-5			take more	2.0549071181982576E-5
moment	2.104400914845685			relax back	2.8468557571766935			relax thoughtful	1.9923709590616692			pianist	3.348401138456387E-5			find listen	1.9339367215904696E-5			time put	2.0092425155716293E-5
joy	1.9470737854214049			peaceful calm	2.6271332994430714			bring	1.8028410148120306			winter	3.069367710251688E-5			be mixed	1.8667861409796893E-5			meditation	1.8836648583484026E-5
melody	1.8842354378827697			thoughtful sincere	2.6271332994430714			quiet moment	1.7838802240412628			elegant	2.7486875017179296E-5			listen good	1.8412137280895567E-5			life music	1.8265841050651177E-5
angry	1.8596432526774878			most intimate	2.524968174689873			listen certain	1.7775027595222013			crunch	2.593831867818328E-5			be lyrical	1.4934289127837514E-5			corny	1.7556488000140453E-5
exactly	1.8354263463947964			spiritual theme	2.4576737273656306			let feel	1.670757844975027			confession	2.2011401906187404E-5			content be	1.4934289127837514E-5			have anyone	1.7556488000140453E-5
reflexion	1.8354263463947964			voice relax	2.4576737273656306			meditate	1.6205581468553287			boring	1.918354818907305E-5			be relax	1.4770176060498641E-5			great story	1.6666527778935175E-5
quiet	1.8262857162188897			nice melody	2.4420926668072203			story line	1.5800455448499398			universal	1.918354818907305E-5			be unforgettable	1.414827391058291E-5			be introspective	1.659007581664648E-5
nostalgia	1.8162912815517283			life music	2.409789733937219			be elegant	1.5743114841119044			intimate	1.8728345350688267E-5			album represent	1.3440860215053763E-5			linger	1.558895055184885E-5
intimate	1.7902522671059387			whole musical	2.4074108417094493			cry joy	1.549621857047965			sun	1.8602228546979928E-5			song nice	1.3113034356150013E-5			be profound	1.4822280852577595E-5
study	1.7838007872604762			sensitive thoughtful	2.3723797976472443			introspection	1.52094672352081			sensitive	1.7539244058581077E-5			half album	1.1842167590355738E-5			music work	1.4583211806568279E-5
soothing	1.726736052134012			calm song	2.3052457169562515			anyone life	1.4726055036524155			peaceful	1.7483740121686833E-5			instrumentation be	1.1390559504282851E-5			lovely song	1.412748643761302E-5
think	1.6589824212150976			help fall	2.3052457169562515			thoughtful lyric	1.4683321396280065			symphony	1.7157956144264094E-5			lyric have	1.1318619128466327E-5			bond	1.3494912418018408E-5
suggestive	1.6379265897698687			ground music	2.257967961343405			tune great	1.459454199922131			romance	1.4932059130954158E-5			album most	1.0972130787798991E-5			intimacy	1.3494912418018408E-5
certain	1.6171774261965373			approach ballad	2.25685526755392			certain song	1.4567275196430447			enjoyment	1.461603671548423E-5			think provoke	9.775171065493646E-6			realise	1.3494912418018408E-5
sad	1.6071364940923556			better writer	2.25685526755392			great story	1.425302382508841			provoke	1.3812154696132597E-5			be slow	9.432182607055272E-6			find listen	1.3009483913773141E-5
romance	1.5282468503482058			back ground	2.247709302465895			music work	1.4039370769456017			prefer	1.3766267139002588E-5			great dance	9.237704615157226E-6			study	1.2824952227052954E-5
great	1.5146029201858076			song nice	2.2278172016862645			find listen	1.3864671372658484			touching	1.3658496609278216E-5			joy listen	8.75626072641939E-6			be mixed	1.2557765722322685E-5
instrospective	1.50457017836928			feel be	2.2197356954586347			dense	1.3814186563450896			witty	1.3185827872202957E-5			first half	7.906388361796332E-6			dense	1.2557765722322685E-5
meditation	1.4961305689759472			sad full	2.1892777495358926			moment	1.3721125878352665			calm	1.3061139192560375E-5			good get	7.149393731411577E-6			listen good	1.238574153434566E-5
story	1.489268291936558			be slow	2.146326136930565			be relax	1.3479624581306906			city	1.2700831904489744E-5			song end	7.111566251351198E-6			divide	1.2136364188016553E-5
romantic	1.4776707949611774			joy listen	2.126857759574067			elegant	1.331275675185722			complexity	1.2528031470415054E-5			find album	6.385206752994662E-6			metalhead	1.2136364188016553E-5
champ	1.463613534188456			emotion better	2.104140145574894			relax back	1.3308858085446937			relax	1.2471471508923337E-5			bring tear	6.151423439383874E-6			sensitivity	1.1742326389704328E-5
line	1.4465986083167075			lyrical composition	2.104140145574894			self-reflexive	1.3308858085446937			angry	1.2332280978689818E-5			lyric music	5.96047016188637E-6			anticipation	1.1666569445254623E-5
intricate	1.4137570621645241			pull emotion	2.104140145574894			melody	1.2909335296388964			sincere	1.1805260424044954E-5			song lyric	5.6952797521414254E-6			melancholic	1.137307084285828E-5
songwriting	1.3867935144374888			soothing voice	2.038245503609783			asleep	1.2678724284937897			soothing	1.1767543937067176E-5			good lyric	5.430650591940914E-6			nostalgia	1.1231790459717184E-5
wonderful	1.3844940727923092			haunt thought	2.033468397983352			joy	1.260374853600569			profound	1.0443973305204233E-5			be mature	4.923392020166214E-6			pianist	1.0959504630390707E-5
professionalism	1.3672628131101998			songwriting clever	2.033468397983352			great	1.2471156491399078			sax	1.023122570083896E-5			be present	4.200268817204301E-6			be lyrical	1.0046212577858147E-5
full	1.3479786813630794			thoughtful romantic	2.033468397983352			peaceful calm	1.23101196412032			process	1.0100295938671003E-5			feel good	3.495672357621265E-6			content be	1.0046212577858147E-5
