10_Couple.txt

normale uni				normale bi				normale unibi				pmi uni				pmi bi				pmi unibi

romantic	29.561991995717584			romantic dinner	23.558908566510425			romantic	18.665335810819997			dinner	2.584647195657793E-4			true love	5.401536737201734E-5			dinner	1.0084881082443902E-4
dinner	15.290092934739702			cd romantic	13.135666497215356			romantic dinner	10.876367559239366			accident	9.433962264150943E-5			upbeat be	2.958930050893597E-5			accident	3.6809815950920246E-5
exactly	4.282661474921191			relax romantic	7.494657581112085			dinner	9.553780801071946			romantic	8.996966736928693E-5			classic debut	2.9160470066777477E-5			romantic	3.5104729108507044E-5
love	4.02334817451201			look romantic	6.91944107647113			cd romantic	5.803342116567222			balladry	7.577479730241721E-5			more pop	2.874389192296637E-5			true love	3.293943261827315E-5
sweet	3.768982494074596			romantic music	6.049406363528016			relax romantic	3.5886263350545016			musing	5.0720227226617976E-5			romantic ballad	2.8339048374755574E-5			balladry	2.9566117229654814E-5
relax	3.423021778770652			accident look	5.07792435199632			look romantic	3.3539970531126335			beatiful	4.76462740613684E-5			memorable melody	2.6827632461435277E-5			musing	1.9790223629527014E-5
warm	3.056073751987292			find accident	5.07792435199632			love	3.034504147051847			gathering	4.1377027474346244E-5			be combine	2.5469271324147418E-5			beatiful	1.8590816136828407E-5
fireplace	2.9804493787110378			music lady	4.925874936455759			romantic music	2.921436317456503			snappy	4.031607805192711E-5			sound much	2.4840400427254888E-5			upbeat be	1.8044027426921688E-5
accident	2.978653806445143			perfect dinner	4.7447595952944885			accident look	2.461164125899709			permeate	3.275681341719078E-5			poetry be	2.3396191100088906E-5			classic debut	1.778251978305326E-5
smooth	2.8499405601393644			front fireplace	4.597483274025374			exactly	2.461164125899709			bedroom	3.144654088050314E-5			living room	2.3127269363306275E-5			more pop	1.75284837861525E-5
lady	2.579421977986949			have romantic	4.162044213732868			find accident	2.461164125899709			tenderness	3.053062221408072E-5			good ole	2.23563603845294E-5			romantic ballad	1.7281603732826406E-5
atmosphere	2.5524316353048997			nice atmosphere	4.012351402849082			sweet	2.414107412464986			humour	2.9389290542526303E-5			contemporary music	2.163518746889942E-5			memorable melody	1.6359918200408996E-5
particularly	2.25685526755392			set nice	3.916457378698488			music lady	2.3896114597629743			accent	2.303775888681549E-5			great play	2.163518746889942E-5			gathering	1.614465611882467E-5
relate	2.220935045677398			love song	3.6269754697974723			front fireplace	2.1493859690989714			careful	2.2623410705397947E-5			friend family	2.1405025900081338E-5			snappy	1.5730690577316343E-5
wedding	1.9560259759793246			romantic soothing	3.3852829013308803			relax	2.143884954153749			elaborate	2.2623410705397947E-5			voice give	2.0531351373547405E-5			be combine	1.5531567911780693E-5
pianism	1.9344473721890743			more romantic	3.381653805388223			perfect dinner	2.0913919848559472			traffic	2.2461814914645103E-5			lady be	2.005387808579049E-5			sound much	1.514807240778611E-5
beautifully	1.8354263463947964			exploration love	3.211996106190894			warm	1.9581743072067903			faster	2.1990588028323877E-5			classic love	1.898181542082685E-5			poetry be	1.4267370523612498E-5
feeling	1.7920577065894485			time funny	3.211996106190894			have romantic	1.9549705335269576			despair	2.0688513737173122E-5			song talk	1.880441527670697E-5			living room	1.4103377758973274E-5
cuddle	1.7661154376928465			lady be	3.197688195425471			love song	1.820263239872451			cryptic	2.055329469313931E-5			have reach	1.7345452022479706E-5			good ole	1.3633265167007499E-5
valentine	1.6741040073095066			splendid performance	3.1562102183623413			smooth	1.815447957270906			wedding	2.055329469313931E-5			make wonderful	1.6492397004980703E-5			contemporary music	1.3193482419684675E-5
exploration	1.620610459280065			romantic feel	3.123383436887834			fireplace	1.8006201631725873			else	2.0029643872931938E-5			personal song	1.6358312476484925E-5			great play	1.3193482419684675E-5
sensitive	1.60074422803587			romantic piano	3.110629829163852			nice atmosphere	1.7775027595222013			sensitive	1.9966057701906758E-5			play car	1.5843090036280678E-5			friend family	1.3053126223730583E-5
splendid	1.5900289249625328			true love	3.0812820663682428			accident	1.770807124941801			bombastic	1.990287397500199E-5			lovely song	1.5719315895372235E-5			permeate	1.278118609406953E-5
lyric	1.5625484214941876			make perfect	2.8582655233746146			set nice	1.7364053206005186			melancholic	1.977769866698311E-5			album fill	1.4794650254467985E-5			voice give	1.2520345561537498E-5
balladry	1.5203818329211538			cuddle special	2.8468557571766935			atmosphere	1.6693870322454822			evening	1.888681133964153E-5			have feeling	1.4475341256170115E-5			bedroom	1.2269938650306748E-5
